text,hashtags,duration,date,url,commentsCount,title,numberOfSubscribers,viewCount,channelName,likes
"Share our wine adventure at: http://www.marksandspencer.com/c/food...

Our winemakers are truly passionate about wine and want to share their knowledge to help you explore and share in our wine adventure.

Subtitles
At M&S we're truly passionate about wine and to that end 
we're uniquely placed because we have team of winemakers in house. 

I'm Jeneve Williams and I'm a winemaker at Marks and Spencer. I'm originally from New Zealand and I trained as a winemaker in Australia. I do have some specialties. I look after New Zealand so within that my specialty would be Sauvignon Blanc. Sauvignon 
Blanc please. Thank you. We're trying to select the very 
best wine we can. 

We always blend our own wines from what the suppliers have. We select from different tanks and put together a blend for each wine so that we can have the very best expression of the harvest and so that 
we can have good consistency and stick to the style that our customers are expecting. 

I'm Sue Daniels and I'm one of the winemakers at Marks and Spencer's and I've been at Marks and Spencer's for thirty years. I just love the variety that there is in wine and the people that you meet. I don't know of another industry that I've worked in where 
people are so passionate about the product that they make 
and the land that they use to grow the grapes on. 

I'm Belinda Kleinig and I'm a winemaker at Marks and 
Spencer; I work in the wines team. I've been with M&S for 
four and a half years. I love that it's such an artisan product. It's different every year, every vintage is different, every wine is different, it's exciting, it's always changing, it's a very dynamic industry and I love the product. I love drinking wine. We travel a lot. We travel an 
awful lot to all the wine regions in the world always at the 
end of harvest, to cherry pick the best tanks for our 
customers. 

My philosophy on enjoying wine is to explore different styles of wine all the time. That's the exciting thing about the wine industry is that there's so many different types available. Take a risk sometimes and buy something that you haven't heard of before because you'll 
likely very pleasantly surprised.",,00:02:04,2014-05-02T14:19:51.000Z,https://www.youtube.com/watch?v=jFiJ0kHk-DE,0,Winemakers - M&S 2014,103000,916,M&S,1
"Chris Baber shares a delicious way to enjoy sprouts on Christmas day, with smoky pancetta and walnuts bringing amazing, festive flavour to this seasonal veg.

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  

Ingredients:
• 500g brussels sprouts, sliced in half
• 65g pancetta
• 20g walnuts, finely sliced
• 20g sage leaves, roughly torn
• 10g butter

Method:
• Place the sliced sprouts in some salted boiling water for around 3 minutes, then drain and place in a bowl. 
• In a large frying pan over a medium-high heat, add the pancetta and fry for 3-4 minutes before adding the sage leaves and half of the walnuts. 
• Add the sprouts with the butter and cook for a few minutes then serve with the remaining walnuts.",,00:01:00,2021-12-23T14:54:01.000Z,https://www.youtube.com/watch?v=G55AI_x7Co8,0,Chris' Perfect Christmas Sprouts | M&S FOOD,103000,2660,M&S,25
"To see more fantastic M&S Food go to: http://www.marksandspencer.com/MS-Foo...

The experts at M&S give you a quick tutorial on how to make the perfect Ravioli. But if you don't feel like cooking then why not pick up our delicious pasta with spinach and ricotta from Marks & Spencer.

The M&S TV adverts playlist. If you've seen it on TV, you'll find it here. It's fashion and food heaven!",,00:00:41,2011-05-11T09:05:02.000Z,https://www.youtube.com/watch?v=zjNkZa-bP5k,19,M&S How to Make Ravioli - Spring Ad 2011 - Marks & Spencer,103000,77446,M&S,166
"Tom Kerridge cooks us through his sirloin steaks with brandy mushroom sauce, adding extra indulgence to this steak supper!

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:01:09,2023-02-06T11:57:36.000Z,https://www.youtube.com/watch?v=RH5Ii2Z0_Ok,2,Sirloin Steaks With Brandy Mushroom Sauce | Tom Kerridge's Ultimate Steak Guide | M&S FOOD,103000,5389,M&S,37
,,00:00:16,2024-11-11T07:34:16.000Z,https://www.youtube.com/watch?v=kpyHyXbj0CI,0,M&S | Men’s Winter Collection ‘24,4110,982414,Marks & Spencer Middle East,2
"Tom Kerridge talks us his top tips for cooking the perfect turkey this Christmas!

Facebook:   / marksandspencer  
Twitter:   / marksandspencer  
Instagram:   / marksandspencer  ",,00:02:04,2022-12-05T11:10:23.000Z,https://www.youtube.com/watch?v=2s_hhnq8p1o,3,How to cook the perfect Turkey! | Tom Kerridge's Ultimate Christmas Hacks | M&S FOOD,103000,10251,M&S,33
"✨Wintery nights call for cosy nights in, accompanied by a heart-warming dish full of creamy comfort. This Mushroom Risotto with its rich, earthy flavours will become your new favourite meal. Follow the recipe and indulge in the cosiness.  ​

#MandSCy #KitchenIsland #CosyRecipes #MushroomRisotto","#KitchenIsland, #MandSCy, #CosyRecipes",00:01:05,2024-12-10T09:41:46.000Z,https://www.youtube.com/watch?v=EpOA1eWOdhU,1,M&S Food | Cream of Mushroom Risotto Recipe,179,31928,M&S Cyprus,7
"Are M&S really ending their vegan offerings?  Why are items disappearing from the shelves?  We answer all of this and more. 

Download our FREE eBook: http://thoseveganguys.com/
Our MERCH: https://teespring.com/stores/thoseveg...

Paypal Donate: https://paypal.me/tvguk
Patreon Page:   / thoseveganguys  

Join this channel to get access to perks and to help support us:
   / @thoseveganguys  
Amazon Wish List: https://www.amazon.co.uk/hz/wishlist/...
Our Website: http://thoseveganguys.com/
Facebook:   / veganguyz  
Twitter:   / veganguys  
Insta:   / thoseveganguys  
That Vegan Group:    / 548751642144960  

Our PO Box:
Those Vegan Guys
PO Box 787
Oldham
OL1 9TH

Our Vegan Amazon Storefront
https://www.amazon.co.uk/shop/veganguyz

Vloggers Paradise Equipment List
https://www.amazon.co.uk/shop/veganguyz

TUBEBUDDY
https://www.tubebuddy.com/TVG

Music Credits: 
Epidemic Sounds
http://bensound.com
http://purple-planet.com

TVG & TVQ Art by Charlotte
@peweebaggins on Instagram & Twitter
__

Down to earth veganism with Paul & Jason.  We're a married couple from Manchester who love to share our passion for vegan living with recipes, reviews, chats, fitness, fun and the odd appearance of our cat Isis. We also chat about mental health and more in kitchem vlogs.

We'd love a like and a subscribe, of course. 

Thanks so much for taking a look. 

Paul & Jason. xx
___

""Down to earth Veganism""
""Stuffin' us faces""
""BE EXCELLENT TO EACH OTHER""

Vegan recipes.  Vegan food.  Vegan meal planning.  What I eat in a day.  What we eat in a day. Plant based meals. 

FRIENDS:
The Vegan Queens
   / @theveganqueens  
ActorReactor
   / pjbuk  
Jason Bromley Music
   / teamspice  
The Library is Open
   / @thelibraryisopen7389  
Angharads Life
   / angharadslife  

#Vegan #ThoseVeganGuys #veganrecipes 

vegan,vegan food,vegan meals,those vegan guys,down to earth veganism,vegan recipes,vegan shopping,vegan hauls,Gay couple,LGBTQ,marks and spencer,marks and spencers,marks and spencer haul 2024,marks and spencer food,M&S vegan,M&S vegan line","#veganrecipes, #Vegan, #ThoseVeganGuys",00:11:02,2024-10-24T15:35:04.000Z,https://www.youtube.com/watch?v=_oAZ5b1S3Zg,102,CONTROVERSY at M&S,19000,6889,Those Vegan Guys,726
"Join me on this totally insane dumpster diving haul in the UK, where I uncover the most unbelievable treasures amidst the rubbish! As a passionate advocate for reducing food waste and promoting recycling, I'm on a mission to show you that one person's trash can truly be another's treasure. From skip diving, I've got my eyes peeled for anything of value that can be reused, repurposed, or donated to charity. The climate crisis and environmental degradation are pressing issues, and by adopting a more frugal lifestyle, we can all do our part to reduce waste and live more sustainably. So, get ready to be amazed by what I found in the dumpster, and let's work together to create a more conscious and eco-friendly community!

DO YOU WANT TO GET EARLY VIP ACCESS TO TONS OF UNSEEN CONTENT FIRST FOR JUST 4.99P [CLICK HERE]
   / @dumpsterdivinguk  

FOLLOW ME ON OTHER PLATFORMS 
  / dumpsterdiveruk  
  / dumpsterdivinguk  

FOR COLABS ADVERTISING MEDIA AND GENERAL ENQUIRIES.
email: thatsnottrash0@gmail.com",,00:00:46,2023-03-20T10:42:19.000Z,https://www.youtube.com/watch?v=9K68n7Ev5-o,53,M&S Dumpster Diving Advert | M&S FOOD =-),104000,33827,DUMPSTER DIVING UK,0
"#marksandspencer #groceryshopping #groceryhaul 

Welcome to our latest video where we take you on a tour of M&S Foodhall to explore the newest grocery arrivals for January 2025! From fresh produce to premium pantry essentials, we’ll uncover all the must-have items that have just hit the shelves. Whether you're planning meals for the week, looking for healthy snacks, or searching for gourmet treats to start the year off right, M&S Foodhall has it all.

In this walkthrough, we showcase a variety of products, including the latest Seasonal Specials and indulgent treats from the M&S Collection range. We also highlight some fantastic deals and offers available this month, so you can enjoy quality groceries without stretching your budget.

Join us as we navigate through the aisles and give you an exclusive look at what’s fresh, new, and trending in M&S Foodhall. Perfect for foodies, meal preppers, or anyone curious about what M&S has to offer in January 2025. Don’t forget to let us know your favorite finds in the comments below!

Hit that like button, subscribe to our channel, and turn on notifications to stay updated on the latest store tours, hauls, and grocery finds. Happy shopping and see you in the next video!

Get in contact:
info@curioustravellers.co.uk

THIS VIDEO IS NOT SPONSORED.",,00:13:26,2025-01-07T18:03:12.000Z,https://www.youtube.com/watch?v=tb5zljsMVqA,12,What's New in M&S Foodhall - Latest Grocery Arrivals - January 2025,14400,12328,Curious Travellers,206
"Recycled polyester? It’s a priority. 70% of the polyester used in our products* is recycled, and we’ve pledged to make it 100% by the end of 2025.
*Excluding filling, trims and components.",,00:00:31,2025-02-04T14:51:19.000Z,https://www.youtube.com/watch?v=ShBsXYlb4lA,0,M&S Plan A | Making a good move,103000,620,M&S,10
"Meet Kevin. Just one of the amazing young people who has overcome barriers to work and found employment at M&S through their partnership with @MovementtoWork. 

For more information and more testimonies from young people and employers head here:http://movementtowork.com/10-years

Join the Movement. #YoungPeopleWork",#YoungPeopleWork,00:01:33,2023-06-26T07:53:30.000Z,https://www.youtube.com/watch?v=6sB-HMG35CA,0,Employment story: Kevin - M&S x Movement to Work,63,243,Movement To Work,1
"Want to try our British Candy? Visit http://www.britishcandybox.co
Sign up for our British Candy Box newsletter: https://mail.britishcandybox.co/this-...

Check out our socials:
Instagram: @ThiswithThem & Alex @almurdo 
TikTok:   / thiswiththem   
Facebook: This With Them http://goo.gl/RYSDHa
Twitter: @thiswiththem -   / thiswiththem  
Pinterest: http://goo.gl/fnf8hM
Try our British Candy Box - https://britishcandybox.co

Enjoy!

0:00 - Intro 
1:15 - M&S Christmas Sourdough Baguette
4:30 - M&S Turkey Feast Flavour Combo Mix 
5:46 - M&S Maple Bacon Flavour Combo Mix 
7:15 - M&S The Original Very Jelly Munch 
10:39 - M&S Iced Topped Mince Pies 
14:07 - M&S Caramel & Almond Muddles 
16:21 - TREAT OF THE WEEK",,00:19:31,2024-12-22T20:46:54.000Z,https://www.youtube.com/watch?v=KLWOFOIgQ4U,113,TRYING M&S CHRISTMAS FOODS 2024!,376000,7365,This With Them,439
"Hey FreeGang! Thanks for tuning into another money saving shopping video! 
Today we are looking to make huge savings as we visit M&S Food Hall and only buy the yellow sticker reduced items! This could be a huge food haul with big savings and also help prevent food waste as we potentially snag some M&S food bargains. This video is good for anyone looking for money saving tips, shopping on a budget, anyone conscious of the cost of living or their financial situation, or anyone just trying to save money! We love making these shopping videos and we hope you enjoy watching them.

Check out our NEW Amazon Store! https://www.amazon.co.uk/shop/familyf...

⭐️⭐️⭐️ SUBSCRIBE: https://bit.ly/3pLASR9
⭐️⭐️⭐️ FREEDOM CLOTHING: https://family-freedom.teemill.com/
⭐️⭐️⭐️ JOJO'S CHANNEL:    / jumpingjojo  

Welcome to Family Freedom!
We are Katie, Bob, JoJo, Jamie and Sam a family sharing our life with you! 
We are a vegan family, and our two favourite things are travelling and shopping! We love sharing our fun travel adventures and our fun shopping challenges! We are passionate about helping people with budgeting, shopping on a budget, money saving and general finance. Whether you are here for a travel vlog, shopping vlog or just one of our everyday family vlogs we appreciate you being here!!",,00:22:50,2025-03-05T17:00:55.000Z,https://www.youtube.com/watch?v=hCG6EgGxK0c,213,HUGE SAVINGS! Only buying REDUCED items from M&S *yellow sticker shopping haul,164000,22936,Family Freedom,976
"#marksandspencer #affordableclothinghaul #clothinghaul 

Hello fashion enthusiasts! Welcome back to the channel! Today, we’re embarking on a Marks & Spencer Women’s Collection Store Tour, highlighting the latest arrivals for March 2025. M&S has unveiled a stunning array of pieces perfect for refreshing your spring wardrobe, blending timeless elegance with contemporary trends.

One standout piece is the Cotton Rich Short Trench Coat, available in navy and neutral tones. Priced at €82, this cropped trench features a water-repellent finish, large collar, and practical pockets, making it an ideal choice for unpredictable spring weather.

For a pop of color, consider the Cotton Rich Denim Jacket with Stretch in a delightful pink hue. This €55 jacket offers a comfortable fit with its cotton, lyocell, and elastane blend, and has already garnered praise for its stylish design and versatility.  ￼

If you’re seeking a classic piece, the Cotton Rich Belted Longline Trench Coat is a must-see. Available in buff and black for €110, this trench boasts a timeless design with turtle shell buttons, a statement collar, and a detachable belt, ensuring both sophistication and practicality.

Additionally, M&S has introduced Carrot Leg Trousers, praised for their comfort and flattering fit. Priced at £25, these high-waisted trousers come in various colors and sizes, offering a chic alternative to traditional jeans.  ￼

In this video, we’ll take a closer look at these pieces and more, discussing styling tips and how to incorporate them into your spring wardrobe. Whether you’re updating your closet or seeking inspiration, M&S’s latest collection offers something for everyone.

Don’t forget to like, subscribe, and hit the notification bell for more fashion insights and the latest trends. Share your favorite pieces from M&S’s new collection in the comments below!

Thanks for watching, and happy styling!

Get in contact:
info@curioustravellers.co.uk

THIS VIDEO IS NOT SPONSORED.",,00:13:46,2025-03-30T12:00:16.000Z,https://www.youtube.com/watch?v=HE_L2HrmDR0,10,M&S Women's Collection Store Tour - Latest Arrivals - March 2025,14400,4241,Curious Travellers,83
"All business here: thebudgetmumuk@hotmail.com

All items used in my videos can be found on my Etsy store here: 

https://www.etsy.com/thebudgetmumuk

Join our Facebook group here: www.facebook.com/thebudgetmumuk

Get TopCashBack and FREE MONEY: https://www.topcashback.co.uk/ref/sam...

Why not check out my RomCom book here, Wherever you will go, to relax: https://www.amazon.co.uk/dp/B07C9587S...   

3 Months FREE Kindle Unlimited: https://www.amazon.co.uk/kindle-dbs/h...

 MY FAVOURITE TOOLS & GEAR: 
Pink Calculator: https://amzn.to/3pTBCTa 
Ring light & Phone Holder: https://amzn.to/3jlCv3n
Gem Stone Pen: https://amzn.to/3v4BLVS
Swarovski Pen: https://amzn.to/3DTf23k
iPhone 12: https://amzn.to/3xbxVNh

WHO AM I? 
If we haven't met before, Hi! I'm Samantha, a teacher turned entrepreneur and I've gone from treading the daily grind to successfully running several businesses and turning my finances around. I have evidence based strategies and tools to help you be more productive and financially aware, and build a life you love.


Disclaimer and Disclosures-
This content is for educational and entertainment purposes only. Samantha, also known as The Budget Mum UK, does not provide tax or investment advice. The information is being presented without consideration of the investment objectives, risk tolerance, or financial circumstance of any specific investor, and might not be suitable for all investors. Past performance is not indicative of future results. all investing involves risk, including the possible loss of principal. 

This description contains affiliate links that allow you to find the items mentioned in this video and support the channel at no cost to you. As always, thank you so much for your support. You are AMAZING! 
Hi Amazing friends, thanks for checking out this channel and if you're interested in budgeting, growing your finances and living well, then I'd love for to join us in this community - we're a fab bunch, really!",,00:13:33,2024-09-08T13:01:00.000Z,https://www.youtube.com/watch?v=pJbZMkmlkQ8,38,M&S £40 Food Shop,9570,4550,The Budget Mum UK,146
